Transaction_ID,Vendor_Name,Award_Amount,Award_Agency,Award_Date,Award_Type,Performance_Country,Performance_State,Log_Award_Amount,Award_Agency_Code,Award_Type_Code,Performance_Country_Code,Performance_State_Code
TRX00191,"Osborne, Bradley and Patterson",1396301.04,Department of Energy,2022-07-11,Fixed-Price Contract,MEX,FL,14.1493378999333,3,1,1,1
TRX00192,Carson LLC,1056416.66,Department of Health and Human Services,2022-01-24,Time-and-Materials Contract,CAN,GA,13.870394176417978,4,3,0,2
TRX00193,Wolf Inc,3155693.99,Department of Health and Human Services,2023-09-09,Cost-Reimbursement Contract,MEX,MI,14.96471931179083,4,0,1,3
TRX00194,Kirk Group,2195366.04,NASA,2023-08-01,Fixed-Price Contract,CAN,FL,14.601859806913216,6,1,0,1
TRX00195,"Martinez, Taylor and Hale",3723076.91,Department of Education,2022-01-30,Time-and-Materials Contract,CAN,CA,15.130061279307933,2,3,0,0
TRX00196,"Stevens, Alexander and Green",2505065.07,Department of Transportation,2023-07-22,Time-and-Materials Contract,USA,CA,14.733825667402783,5,3,2,0
TRX00197,Velasquez PLC,2245486.68,Department of Defense,2023-02-21,Cost-Reimbursement Contract,USA,OH,14.624433284966265,1,0,2,6
TRX00198,"Terrell, Mercado and Smith",665103.6,NASA,2023-08-27,Fixed-Price Contract,CAN,OH,13.40769960050179,6,1,0,6
TRX00199,"Warren, Kennedy and Duran",3530753.24,Department of Transportation,2021-08-13,Indefinite Delivery Contract,CAN,VA,15.07702207180859,5,2,0,9
TRX00200,"Rhodes, Hall and Franklin",3792805.49,Department of Health and Human Services,2023-02-08,Fixed-Price Contract,CAN,CA,15.148616801705472,4,1,0,0
TRX00201,Reeves-Diaz,2401229.79,Department of Defense,2022-07-13,Indefinite Delivery Contract,CAN,CA,14.691491993032903,1,2,0,0
TRX00202,"Smith, Neal and Kennedy",221687.5,Department of Defense,2023-04-17,Time-and-Materials Contract,MEX,TX,12.309028522360046,1,3,1,8
TRX00203,"Maldonado, Green and Rice",1480926.38,Department of Defense,2022-08-24,Time-and-Materials Contract,USA,CA,14.208179057611517,1,3,2,0
TRX00204,Chapman Ltd,3342630.08,Department of Health and Human Services,2023-09-16,Indefinite Delivery Contract,MEX,OH,15.022268803344874,4,2,1,6
TRX00205,"Morales, Garcia and Johnson",4782162.49,Department of Energy,2021-10-12,Indefinite Delivery Contract,USA,NC,15.380403615039997,3,2,2,4
TRX00206,Murphy and Sons,3786712.55,Department of Health and Human Services,2023-10-17,Fixed-Price Contract,CAN,NC,15.147009063674496,4,1,0,4
TRX00207,"Krause, Waters and Bell",2414704.34,Department of Transportation,2022-07-06,Time-and-Materials Contract,MEX,NC,14.69708782520233,5,3,1,4
TRX00208,Thompson and Sons,3164298.5,Department of Agriculture,2023-07-19,Indefinite Delivery Contract,USA,FL,14.967442262049758,0,2,2,1
TRX00209,Webb LLC,961705.04,NASA,2021-02-06,Cost-Reimbursement Contract,CAN,CA,13.77646411122572,6,0,0,0
TRX00210,Vega Group,4910676.36,Department of Education,2021-02-28,Indefinite Delivery Contract,USA,OH,15.406922445449243,2,2,2,6
TRX00211,Reid PLC,760642.18,Department of Transportation,2022-03-28,Indefinite Delivery Contract,MEX,CA,13.541919643835172,5,2,1,0
TRX00212,Freeman Group,1812541.34,NASA,2023-05-11,Indefinite Delivery Contract,MEX,PA,14.410241025438127,6,2,1,7
TRX00213,Weiss-Cox,1036741.37,Department of Agriculture,2022-10-22,Cost-Reimbursement Contract,MEX,FL,13.851594018544532,0,0,1,1
TRX00214,Sullivan-Allen,2241511.85,Department of Energy,2021-08-01,Fixed-Price Contract,USA,GA,14.622661575329435,3,1,2,2
TRX00215,Simpson Ltd,4665435.34,Department of Transportation,2022-02-24,Time-and-Materials Contract,CAN,NY,15.355691922723341,5,3,0,5
TRX00216,"Sullivan, Turner and Guzman",936633.83,Department of Health and Human Services,2021-12-02,Cost-Reimbursement Contract,USA,GA,13.750048762740326,4,0,2,2
TRX00217,Perez-Cervantes,3571288.21,Department of Energy,2021-01-24,Fixed-Price Contract,USA,PA,15.088437211815815,3,1,2,7
TRX00218,Hinton-Cameron,4117364.44,Department of Agriculture,2023-07-10,Time-and-Materials Contract,USA,NY,15.230724060475643,0,3,2,5
TRX00219,Owens and Sons,664685.22,Department of Transportation,2024-02-27,Indefinite Delivery Contract,CAN,NC,13.407070358657867,5,2,0,4
TRX00220,"Gilbert, Ray and Madden",1182067.75,Department of Education,2021-04-23,Indefinite Delivery Contract,USA,FL,13.982776639385309,2,2,2,1
TRX00221,"King, Johnson and Miller",633869.54,Department of Agriculture,2022-09-18,Time-and-Materials Contract,USA,GA,13.35960001698501,0,3,2,2
TRX00222,"Bailey, Burch and Rojas",1914549.64,Department of Energy,2023-07-15,Indefinite Delivery Contract,USA,MI,14.464993500320107,3,2,2,3
TRX00223,Hall PLC,1024832.29,Department of Education,2022-04-11,Fixed-Price Contract,USA,MI,13.840040513424253,2,1,2,3
TRX00224,Edwards-Holland,1677387.27,Department of Education,2024-01-23,Indefinite Delivery Contract,MEX,GA,14.332748540542694,2,2,1,2
TRX00225,Spencer and Sons,4393850.52,NASA,2023-08-25,Fixed-Price Contract,USA,TX,15.295716739821836,6,1,2,8
TRX00226,"Jones, Morales and Mcneil",1752838.25,NASA,2023-08-30,Indefinite Delivery Contract,CAN,NC,14.37674745975572,6,2,0,4
TRX00227,Peterson-Glover,1073062.02,Department of Transportation,2022-12-17,Indefinite Delivery Contract,MEX,TX,13.886027752413778,5,2,1,8
TRX00228,"Carey, Rodriguez and Decker",1592925.83,Department of Agriculture,2024-01-25,Indefinite Delivery Contract,MEX,MI,14.28108365563388,0,2,1,3
TRX00229,"Wilkinson, Meyers and Sanchez",2344221.21,NASA,2021-11-13,Time-and-Materials Contract,USA,TX,14.667464224673907,6,3,2,8
TRX00230,"Newman, Riddle and Nguyen",3849782.58,Department of Transportation,2022-08-30,Fixed-Price Contract,CAN,OH,15.163527491696945,5,1,0,6
TRX00231,Ramirez-Edwards,2176429.74,Department of Energy,2024-03-16,Fixed-Price Contract,CAN,TX,14.593196817736029,3,1,0,8
TRX00232,"Banks, Miller and Foster",1826183.98,Department of Agriculture,2023-09-16,Cost-Reimbursement Contract,USA,MI,14.417739638401608,0,0,2,3
TRX00233,Hall Group,2121017.98,Department of Agriculture,2023-04-24,Time-and-Materials Contract,USA,FL,14.567407182115927,0,3,2,1
TRX00234,"Davis, Todd and Hatfield",1988072.46,Department of Energy,2021-11-05,Cost-Reimbursement Contract,CAN,OH,14.50267661722622,3,0,0,6
TRX00235,"Reynolds, Reed and Stephens",288137.64,Department of Energy,2023-03-31,Indefinite Delivery Contract,USA,MI,12.571197032176512,3,2,2,3
TRX00236,"Ward, Holden and Keller",530693.44,NASA,2023-05-29,Indefinite Delivery Contract,CAN,FL,13.181941692032256,6,2,0,1
TRX00237,Reid-Salazar,362214.82,Department of Education,2023-08-28,Cost-Reimbursement Contract,USA,VA,12.799995501003844,2,0,2,9
TRX00238,Lloyd-Gill,3775535.39,Department of Energy,2022-09-14,Fixed-Price Contract,CAN,TX,15.14405302063765,3,1,0,8
TRX00239,Wells and Sons,364664.85,Department of Energy,2022-03-07,Time-and-Materials Contract,MEX,PA,12.806736733805328,3,3,1,7
TRX00240,Smith-Elliott,374923.9,Department of Education,2021-05-10,Fixed-Price Contract,USA,CA,12.834481018229834,2,1,2,0
TRX00241,Clark-Page,3230478.1,Department of Energy,2022-01-14,Fixed-Price Contract,CAN,OH,14.988141012372678,3,1,0,6
TRX00242,Williams-Wilson,852508.57,Department of Health and Human Services,2023-12-28,Time-and-Materials Contract,MEX,VA,13.655939713883251,4,3,1,9
TRX00243,Bryant LLC,4951062.71,Department of Agriculture,2021-06-04,Indefinite Delivery Contract,CAN,GA,15.41511300236822,0,2,0,2
TRX00244,"Cline, Martin and Robertson",3682964.42,Department of Transportation,2021-01-19,Time-and-Materials Contract,MEX,FL,15.119228806298139,5,3,1,1
TRX00245,Harding Inc,4694092.81,Department of Health and Human Services,2021-09-27,Time-and-Materials Contract,USA,MI,15.361815640280753,4,3,2,3
TRX00246,Richardson Ltd,436065.2,Department of Health and Human Services,2022-12-14,Cost-Reimbursement Contract,CAN,MI,12.985549345667811,4,0,0,3
TRX00247,Hall-Lewis,1963017.25,Department of Education,2023-04-20,Cost-Reimbursement Contract,CAN,FL,14.489993770209777,2,0,0,1
TRX00248,Davis Ltd,3165120.01,NASA,2022-09-21,Time-and-Materials Contract,MEX,VA,14.967701846636787,6,3,1,9
TRX00249,Mcknight-Coleman,4959960.1,Department of Energy,2021-01-27,Time-and-Materials Contract,CAN,CA,15.41690845592842,3,3,0,0
TRX00250,Phillips-Johnson,2120264.64,Department of Defense,2023-11-05,Fixed-Price Contract,MEX,OH,14.567051940685362,1,1,1,6
TRX00251,Jackson-Williams,2629509.6,NASA,2021-02-15,Time-and-Materials Contract,MEX,OH,14.782308303188046,6,3,1,6
TRX00252,"Stewart, Vasquez and Henderson",3521206.49,Department of Agriculture,2024-01-20,Cost-Reimbursement Contract,USA,PA,15.074314525682382,0,0,2,7
TRX00253,"Davis, Rose and Kirby",4986200.61,Department of Agriculture,2021-07-19,Fixed-Price Contract,CAN,NY,15.42218497746677,0,1,0,5
TRX00254,"Beck, Fitzpatrick and Fernandez",4993892.58,Department of Energy,2023-03-25,Cost-Reimbursement Contract,USA,VA,15.423726440023318,3,0,2,9
TRX00255,"Wagner, Martin and Russo",1075207.63,NASA,2021-10-17,Indefinite Delivery Contract,CAN,VA,13.8880252751325,6,2,0,9
TRX00256,"Gonzalez, Mitchell and Evans",2741393.44,Department of Transportation,2023-12-23,Time-and-Materials Contract,USA,VA,14.823977268616567,5,3,2,9
TRX00257,Howard-Jones,68571.9,Department of Agriculture,2023-05-03,Cost-Reimbursement Contract,CAN,TX,11.135652691931867,0,0,0,8
TRX00258,Lopez-Kim,1474326.72,Department of Transportation,2022-11-21,Indefinite Delivery Contract,MEX,VA,14.203712660804543,5,2,1,9
TRX00259,"Snyder, Young and Owen",3357352.33,Department of Agriculture,2022-09-20,Cost-Reimbursement Contract,MEX,FL,15.026663522136438,0,0,1,1
TRX00260,Coleman-Ball,121203.71,Department of Education,2024-03-06,Fixed-Price Contract,USA,FL,11.705236213248405,2,1,2,1
TRX00261,"Lopez, Miller and Choi",1247428.78,Department of Energy,2023-07-25,Indefinite Delivery Contract,MEX,OH,14.036595816446395,3,2,1,6
TRX00262,Lopez-Hogan,3546678.46,NASA,2023-02-04,Indefinite Delivery Contract,CAN,OH,15.081522360346014,6,2,0,6
TRX00263,Hunter-Patel,3714841.96,Department of Transportation,2023-04-15,Cost-Reimbursement Contract,USA,MI,15.127846963369722,5,0,2,3
TRX00264,Olson-Jones,4943242.67,Department of Agriculture,2022-02-05,Cost-Reimbursement Contract,CAN,NC,15.413532287048195,0,0,0,4
TRX00265,"Scott, Rosales and Miller",2890243.16,NASA,2022-01-17,Fixed-Price Contract,MEX,TX,14.876851540949072,6,1,1,8
TRX00266,"Smith, Hunter and Lucas",4711496.74,Department of Education,2023-05-23,Fixed-Price Contract,USA,MI,15.365516406951448,2,1,2,3
TRX00267,Steele and Sons,2715246.61,Department of Agriculture,2022-04-16,Time-and-Materials Contract,MEX,GA,14.814393707928287,0,3,1,2
TRX00268,Wood-Dudley,3275170.52,Department of Agriculture,2023-12-01,Cost-Reimbursement Contract,USA,NC,15.001880798199181,0,0,2,4
TRX00269,"Johnson, Ray and Fowler",4127123.17,NASA,2022-03-12,Fixed-Price Contract,CAN,VA,15.233091395512542,6,1,0,9
TRX00270,Hall-Suarez,4815782.31,Department of Health and Human Services,2021-11-23,Cost-Reimbursement Contract,USA,MI,15.38740927118778,4,0,2,3
TRX00271,"Murphy, Summers and Wade",1424063.69,Department of Education,2022-04-27,Fixed-Price Contract,MEX,OH,14.169025798293008,2,1,1,6
TRX00272,"Foster, Miller and Thompson",4467458.12,Department of Energy,2022-06-12,Time-and-Materials Contract,CAN,OH,15.312330375442237,3,3,0,6
TRX00273,"Moore, Russell and Robinson",4506229.11,Department of Health and Human Services,2021-05-17,Indefinite Delivery Contract,USA,PA,15.32097146613603,4,2,2,7
TRX00274,Deleon Group,902532.73,Department of Education,2021-01-18,Indefinite Delivery Contract,MEX,OH,13.712961342452003,2,2,1,6
TRX00275,Gordon-Mueller,619361.6,Department of Defense,2022-10-26,Cost-Reimbursement Contract,CAN,GA,13.336446163684348,1,0,0,2
TRX00276,Meyer PLC,1400832.52,Department of Defense,2021-02-17,Cost-Reimbursement Contract,MEX,OH,14.152577988850805,1,0,1,6
TRX00277,Rodgers-Morris,1503833.41,Department of Education,2023-07-20,Indefinite Delivery Contract,MEX,MI,14.223528677696459,2,2,1,3
TRX00278,Henry-Campbell,3866140.65,NASA,2023-11-10,Indefinite Delivery Contract,MEX,NY,15.167767578017108,6,2,1,5
TRX00279,Bates Inc,1114580.47,Department of Transportation,2021-04-07,Time-and-Materials Contract,USA,GA,13.923989529181245,5,3,2,2
TRX00280,"Smith, Rose and Salinas",2148918.91,Department of Agriculture,2023-11-12,Fixed-Price Contract,CAN,FL,14.580475906433184,0,1,0,1
TRX00281,"Davis, Klein and Miller",3321252.77,Department of Transportation,2022-05-17,Fixed-Price Contract,CAN,TX,15.015852911170308,5,1,0,8
TRX00282,Franklin-Williams,4675074.98,Department of Education,2022-03-09,Cost-Reimbursement Contract,USA,OH,15.357755972979273,2,0,2,6
TRX00283,Morrow PLC,3428222.74,Department of Transportation,2023-12-12,Fixed-Price Contract,USA,GA,15.047552824947983,5,1,2,2
TRX00284,Wagner PLC,13115.68,Department of Energy,2021-10-31,Time-and-Materials Contract,MEX,FL,9.481639981695347,3,3,1,1
TRX00285,"Schmitt, Moran and Rodriguez",2049878.04,Department of Agriculture,2022-05-15,Cost-Reimbursement Contract,MEX,MI,14.533291344495685,0,0,1,3
TRX00286,Williams-Chaney,4792024.54,Department of Health and Human Services,2023-03-19,Fixed-Price Contract,MEX,FL,15.382463748479413,4,1,1,1
TRX00287,Boyer-Dunn,3954589.35,Department of Energy,2023-07-01,Time-and-Materials Contract,MEX,MI,15.190387576069663,3,3,1,3
TRX00288,"Johnson, Mills and Choi",389486.78,Department of Defense,2023-07-31,Fixed-Price Contract,CAN,CA,12.87258777024494,1,1,0,0
TRX00289,Hardin-Craig,3102100.5,Department of Transportation,2023-01-09,Time-and-Materials Contract,USA,MI,14.947590343008581,5,3,2,3
TRX00290,Mckenzie LLC,1248482.72,Department of Agriculture,2023-09-21,Fixed-Price Contract,MEX,CA,14.03744034896937,0,1,1,0
TRX00291,"Garner, Townsend and Johnson",2485572.81,Department of Agriculture,2021-03-05,Time-and-Materials Contract,CAN,NC,14.72601410031412,0,3,0,4
TRX00292,Davis-Martin,4441259.86,Department of Education,2022-03-12,Time-and-Materials Contract,CAN,VA,15.306448871571913,2,3,0,9
TRX00293,Garcia Group,292982.44,Department of Defense,2022-01-17,Indefinite Delivery Contract,USA,FL,12.587871367630628,1,2,2,1
TRX00294,Mills and Sons,518640.92,Department of Defense,2023-03-21,Time-and-Materials Contract,MEX,MI,13.158968981831844,1,3,1,3
TRX00295,"Pearson, Howard and Bryant",3713034.53,Department of Health and Human Services,2022-04-05,Indefinite Delivery Contract,USA,VA,15.127360302195038,4,2,2,9
TRX00296,"Shaffer, Juarez and Sullivan",1440725.31,NASA,2021-11-05,Indefinite Delivery Contract,CAN,OH,14.18065792633881,6,2,0,6
TRX00297,Davis-Jones,137694.77,Department of Health and Human Services,2022-06-19,Fixed-Price Contract,CAN,NY,11.832801965290662,4,1,0,5
TRX00298,Powell-Williams,1591878.62,Department of Energy,2022-07-29,Time-and-Materials Contract,CAN,GA,14.280426026949574,3,3,0,2
TRX00299,Woods-Rodgers,685185.47,Department of Education,2023-12-07,Cost-Reimbursement Contract,CAN,MI,13.437446299177601,2,0,0,3
TRX00300,"Harvey, Gonzalez and Mckenzie",628609.45,Department of Health and Human Services,2023-03-29,Cost-Reimbursement Contract,CAN,NC,13.351267027451776,4,0,0,4
TRX00301,"Thompson, Lee and Romero",4371354.45,Department of Education,2024-02-28,Cost-Reimbursement Contract,MEX,PA,15.290583690603214,2,0,1,7
TRX00302,Williams-Barker,2052638.72,Department of Energy,2022-03-22,Time-and-Materials Contract,MEX,GA,14.534637191073461,3,3,1,2
TRX00303,"Johnson, Davis and Vazquez",879994.9,Department of Agriculture,2021-05-26,Indefinite Delivery Contract,CAN,TX,13.687672527352627,0,2,0,8
TRX00304,Johnson LLC,2500785.83,Department of Education,2021-09-28,Cost-Reimbursement Contract,CAN,NY,14.732115972320702,2,0,0,5
TRX00305,Soto and Sons,2950369.6,Department of Health and Human Services,2022-07-19,Fixed-Price Contract,USA,NY,14.897441347544222,4,1,2,5
TRX00306,Park Ltd,2342583.86,Department of Transportation,2023-04-21,Time-and-Materials Contract,CAN,PA,14.66676551869256,5,3,0,7
TRX00307,"Johnson, Williams and Gonzales",2741063.4,Department of Education,2022-03-27,Cost-Reimbursement Contract,MEX,CA,14.823856870083707,2,0,1,0
TRX00308,Alvarado-Marshall,644646.6,Department of Transportation,2022-11-23,Indefinite Delivery Contract,CAN,CA,13.376459089881616,5,2,0,0
TRX00309,Day-Campbell,2225079.03,NASA,2023-12-03,Time-and-Materials Contract,USA,GA,14.615303441474952,6,3,2,2
TRX00310,Leach-Williams,687504.48,Department of Education,2021-05-28,Cost-Reimbursement Contract,MEX,VA,13.440825079400186,2,0,1,9
TRX00311,Farmer LLC,1757434.2,Department of Agriculture,2022-08-07,Indefinite Delivery Contract,CAN,PA,14.379366031432456,0,2,0,7
TRX00312,"Davis, Santana and Ingram",1730123.1,Department of Education,2021-02-15,Time-and-Materials Contract,MEX,TX,14.36370369800524,2,3,1,8
TRX00313,Russo Group,4553671.95,Department of Health and Human Services,2022-04-03,Time-and-Materials Contract,USA,NC,15.331444707040983,4,3,2,4
TRX00314,Baker-Leblanc,1991583.74,NASA,2023-11-19,Indefinite Delivery Contract,CAN,PA,14.50444123153965,6,2,0,7
TRX00315,"Gallagher, Abbott and Gill",1777427.82,Department of Agriculture,2022-09-14,Fixed-Price Contract,CAN,VA,14.390678394850678,0,1,0,9
TRX00316,"Bridges, Martinez and Ross",97079.44,Department of Transportation,2022-12-10,Fixed-Price Contract,MEX,OH,11.483295192174724,5,1,1,6
TRX00317,"Nelson, Thornton and Clark",2996547.24,Department of Energy,2022-07-16,Fixed-Price Contract,MEX,NC,14.912971597532705,3,1,1,4
TRX00318,Silva Inc,187843.95,Department of Energy,2022-08-02,Fixed-Price Contract,CAN,OH,12.143372167489305,3,1,0,6
TRX00319,Hamilton Inc,1075582.13,Department of Education,2021-02-13,Time-and-Materials Contract,MEX,NC,13.888373518984602,2,3,1,4
TRX00320,"Wright, Roberts and White",2904001.91,Department of Energy,2022-03-25,Indefinite Delivery Contract,CAN,MI,14.881600656992438,3,2,0,3
TRX00321,Mercado-Webster,4465507.33,Department of Transportation,2023-08-21,Fixed-Price Contract,MEX,TX,15.311893613516945,5,1,1,8
TRX00322,Osborne-Huerta,148535.09,Department of Defense,2021-02-01,Cost-Reimbursement Contract,MEX,MI,11.908583238000842,1,0,1,3
TRX00323,Jensen-Rose,1898907.11,Department of Agriculture,2024-02-27,Time-and-Materials Contract,MEX,GA,14.456789599998062,0,3,1,2
TRX00324,Weber LLC,1719184.6,Department of Education,2022-12-02,Time-and-Materials Contract,MEX,CA,14.357361248286526,2,3,1,0
TRX00325,Ferguson Group,4984229.46,Department of Health and Human Services,2021-07-26,Cost-Reimbursement Contract,MEX,PA,15.421789578348289,4,0,1,7
TRX00326,Vang Ltd,3964192.66,Department of Health and Human Services,2021-09-11,Time-and-Materials Contract,USA,TX,15.192813027930894,4,3,2,8
TRX00327,Mcknight-Salinas,4570626.35,Department of Transportation,2022-11-10,Indefinite Delivery Contract,MEX,TX,15.3351610291601,5,2,1,8
TRX00328,Bender Ltd,2987682.05,Department of Health and Human Services,2023-08-08,Fixed-Price Contract,CAN,OH,14.91000874531138,4,1,0,6
TRX00329,Powell-Alexander,4834575.99,Department of Agriculture,2023-10-21,Fixed-Price Contract,MEX,VA,15.391304193900458,0,1,1,9
TRX00330,Cunningham-Reynolds,1159217.68,Department of Defense,2021-06-01,Time-and-Materials Contract,CAN,NC,13.963256784420539,1,3,0,4
TRX00331,"Cain, Weiss and Gomez",608733.9,Department of Education,2021-01-27,Cost-Reimbursement Contract,CAN,GA,13.319138148143159,2,0,0,2
TRX00332,"Herman, Conley and Case",3688569.95,Department of Energy,2021-05-22,Indefinite Delivery Contract,MEX,TX,15.120749664583064,3,2,1,8
TRX00333,"Galloway, Dawson and Farmer",2788322.03,Department of Education,2023-10-30,Fixed-Price Contract,USA,OH,14.840950908569727,2,1,2,6
TRX00334,Navarro Inc,1736212.89,Department of Health and Human Services,2022-10-22,Cost-Reimbursement Contract,CAN,FL,14.367217375138232,4,0,0,1
TRX00335,Jordan LLC,4057422.75,Department of Agriculture,2022-07-18,Cost-Reimbursement Contract,MEX,GA,15.216058785834477,0,0,1,2
