Transaction_ID,Vendor_Name,Award_Amount,Award_Agency,Award_Date,Award_Type,Performance_Country,Performance_State
TRX00247,Hall-Lewis,1963017.25,Department of Education,2023-04-20,Cost-Reimbursement Contract,CAN,FL
TRX00248,Davis Ltd,3165120.01,NASA,2022-09-21,Time-and-Materials Contract,MEX,VA
TRX00249,Mcknight-Coleman,4959960.1,Department of Energy,2021-01-27,Time-and-Materials Contract,CAN,CA
TRX00250,Phillips-Johnson,2120264.64,Department of Defense,2023-11-05,Fixed-Price Contract,MEX,OH
TRX00251,Jackson-Williams,2629509.6,NASA,2021-02-15,Time-and-Materials Contract,MEX,OH
TRX00252,"Stewart, Vasquez and Henderson",3521206.49,Department of Agriculture,2024-01-20,Cost-Reimbursement Contract,USA,PA
TRX00253,"Davis, Rose and Kirby",4986200.61,Department of Agriculture,2021-07-19,Fixed-Price Contract,CAN,NY
TRX00254,"Beck, Fitzpatrick and Fernandez",4993892.58,Department of Energy,2023-03-25,Cost-Reimbursement Contract,USA,VA
TRX00255,"Wagner, Martin and Russo",1075207.63,NASA,2021-10-17,Indefinite Delivery Contract,CAN,VA
TRX00256,"Gonzalez, Mitchell and Evans",2741393.44,Department of Transportation,2023-12-23,Time-and-Materials Contract,USA,VA
TRX00257,Howard-Jones,68571.9,Department of Agriculture,2023-05-03,Cost-Reimbursement Contract,CAN,TX
TRX00258,Lopez-Kim,1474326.72,Department of Transportation,2022-11-21,Indefinite Delivery Contract,MEX,VA
TRX00259,"Snyder, Young and Owen",3357352.33,Department of Agriculture,2022-09-20,Cost-Reimbursement Contract,MEX,FL
TRX00260,Coleman-Ball,121203.71,Department of Education,2024-03-06,Fixed-Price Contract,USA,FL
TRX00261,"Lopez, Miller and Choi",1247428.78,Department of Energy,2023-07-25,Indefinite Delivery Contract,MEX,OH
TRX00262,Lopez-Hogan,3546678.46,NASA,2023-02-04,Indefinite Delivery Contract,CAN,OH
TRX00263,Hunter-Patel,3714841.96,Department of Transportation,2023-04-15,Cost-Reimbursement Contract,USA,MI
TRX00264,Olson-Jones,4943242.67,Department of Agriculture,2022-02-05,Cost-Reimbursement Contract,CAN,NC
TRX00265,"Scott, Rosales and Miller",2890243.16,NASA,2022-01-17,Fixed-Price Contract,MEX,TX
TRX00266,"Smith, Hunter and Lucas",4711496.74,Department of Education,2023-05-23,Fixed-Price Contract,USA,MI
TRX00267,Steele and Sons,2715246.61,Department of Agriculture,2022-04-16,Time-and-Materials Contract,MEX,GA
TRX00268,Wood-Dudley,3275170.52,Department of Agriculture,2023-12-01,Cost-Reimbursement Contract,USA,NC
TRX00269,"Johnson, Ray and Fowler",4127123.17,NASA,2022-03-12,Fixed-Price Contract,CAN,VA
TRX00270,Hall-Suarez,4815782.31,Department of Health and Human Services,2021-11-23,Cost-Reimbursement Contract,USA,MI
TRX00271,"Murphy, Summers and Wade",1424063.69,Department of Education,2022-04-27,Fixed-Price Contract,MEX,OH
TRX00272,"Foster, Miller and Thompson",4467458.12,Department of Energy,2022-06-12,Time-and-Materials Contract,CAN,OH
TRX00273,"Moore, Russell and Robinson",4506229.11,Department of Health and Human Services,2021-05-17,Indefinite Delivery Contract,USA,PA
TRX00274,Deleon Group,902532.73,Department of Education,2021-01-18,Indefinite Delivery Contract,MEX,OH
TRX00275,Gordon-Mueller,619361.6,Department of Defense,2022-10-26,Cost-Reimbursement Contract,CAN,GA
TRX00276,Meyer PLC,1400832.52,Department of Defense,2021-02-17,Cost-Reimbursement Contract,MEX,OH
TRX00277,Rodgers-Morris,1503833.41,Department of Education,2023-07-20,Indefinite Delivery Contract,MEX,MI
TRX00278,Henry-Campbell,3866140.65,NASA,2023-11-10,Indefinite Delivery Contract,MEX,NY
TRX00279,Bates Inc,1114580.47,Department of Transportation,2021-04-07,Time-and-Materials Contract,USA,GA
TRX00280,"Smith, Rose and Salinas",2148918.91,Department of Agriculture,2023-11-12,Fixed-Price Contract,CAN,FL
TRX00281,"Davis, Klein and Miller",3321252.77,Department of Transportation,2022-05-17,Fixed-Price Contract,CAN,TX
TRX00282,Franklin-Williams,4675074.98,Department of Education,2022-03-09,Cost-Reimbursement Contract,USA,OH
TRX00283,Morrow PLC,3428222.74,Department of Transportation,2023-12-12,Fixed-Price Contract,USA,GA
TRX00284,Wagner PLC,13115.68,Department of Energy,2021-10-31,Time-and-Materials Contract,MEX,FL
TRX00285,"Schmitt, Moran and Rodriguez",2049878.04,Department of Agriculture,2022-05-15,Cost-Reimbursement Contract,MEX,MI
TRX00286,Williams-Chaney,4792024.54,Department of Health and Human Services,2023-03-19,Fixed-Price Contract,MEX,FL
TRX00287,Boyer-Dunn,3954589.35,Department of Energy,2023-07-01,Time-and-Materials Contract,MEX,MI
TRX00288,"Johnson, Mills and Choi",389486.78,Department of Defense,2023-07-31,Fixed-Price Contract,CAN,CA
TRX00289,Hardin-Craig,3102100.5,Department of Transportation,2023-01-09,Time-and-Materials Contract,USA,MI
TRX00290,Mckenzie LLC,1248482.72,Department of Agriculture,2023-09-21,Fixed-Price Contract,MEX,CA
TRX00291,"Garner, Townsend and Johnson",2485572.81,Department of Agriculture,2021-03-05,Time-and-Materials Contract,CAN,NC
TRX00292,Davis-Martin,4441259.86,Department of Education,2022-03-12,Time-and-Materials Contract,CAN,VA
TRX00293,Garcia Group,292982.44,Department of Defense,2022-01-17,Indefinite Delivery Contract,USA,FL
TRX00294,Mills and Sons,518640.92,Department of Defense,2023-03-21,Time-and-Materials Contract,MEX,MI
TRX00295,"Pearson, Howard and Bryant",3713034.53,Department of Health and Human Services,2022-04-05,Indefinite Delivery Contract,USA,VA
TRX00296,"Shaffer, Juarez and Sullivan",1440725.31,NASA,2021-11-05,Indefinite Delivery Contract,CAN,OH
TRX00297,Davis-Jones,137694.77,Department of Health and Human Services,2022-06-19,Fixed-Price Contract,CAN,NY
TRX00298,Powell-Williams,1591878.62,Department of Energy,2022-07-29,Time-and-Materials Contract,CAN,GA
TRX00299,Woods-Rodgers,685185.47,Department of Education,2023-12-07,Cost-Reimbursement Contract,CAN,MI
TRX00300,"Harvey, Gonzalez and Mckenzie",628609.45,Department of Health and Human Services,2023-03-29,Cost-Reimbursement Contract,CAN,NC
TRX00301,"Thompson, Lee and Romero",4371354.45,Department of Education,2024-02-28,Cost-Reimbursement Contract,MEX,PA
TRX00302,Williams-Barker,2052638.72,Department of Energy,2022-03-22,Time-and-Materials Contract,MEX,GA
TRX00303,"Johnson, Davis and Vazquez",879994.9,Department of Agriculture,2021-05-26,Indefinite Delivery Contract,CAN,TX
TRX00304,Johnson LLC,2500785.83,Department of Education,2021-09-28,Cost-Reimbursement Contract,CAN,NY
TRX00305,Soto and Sons,2950369.6,Department of Health and Human Services,2022-07-19,Fixed-Price Contract,USA,NY
TRX00306,Park Ltd,2342583.86,Department of Transportation,2023-04-21,Time-and-Materials Contract,CAN,PA
TRX00307,"Johnson, Williams and Gonzales",2741063.4,Department of Education,2022-03-27,Cost-Reimbursement Contract,MEX,CA
TRX00308,Alvarado-Marshall,644646.6,Department of Transportation,2022-11-23,Indefinite Delivery Contract,CAN,CA
TRX00309,Day-Campbell,2225079.03,NASA,2023-12-03,Time-and-Materials Contract,USA,GA
TRX00310,Leach-Williams,687504.48,Department of Education,2021-05-28,Cost-Reimbursement Contract,MEX,VA
TRX00311,Farmer LLC,1757434.2,Department of Agriculture,2022-08-07,Indefinite Delivery Contract,CAN,PA
TRX00312,"Davis, Santana and Ingram",1730123.1,Department of Education,2021-02-15,Time-and-Materials Contract,MEX,TX
TRX00313,Russo Group,4553671.95,Department of Health and Human Services,2022-04-03,Time-and-Materials Contract,USA,NC
TRX00314,Baker-Leblanc,1991583.74,NASA,2023-11-19,Indefinite Delivery Contract,CAN,PA
TRX00315,"Gallagher, Abbott and Gill",1777427.82,Department of Agriculture,2022-09-14,Fixed-Price Contract,CAN,VA
TRX00316,"Bridges, Martinez and Ross",97079.44,Department of Transportation,2022-12-10,Fixed-Price Contract,MEX,OH
TRX00317,"Nelson, Thornton and Clark",2996547.24,Department of Energy,2022-07-16,Fixed-Price Contract,MEX,NC
TRX00318,Silva Inc,187843.95,Department of Energy,2022-08-02,Fixed-Price Contract,CAN,OH
TRX00319,Hamilton Inc,1075582.13,Department of Education,2021-02-13,Time-and-Materials Contract,MEX,NC
TRX00320,"Wright, Roberts and White",2904001.91,Department of Energy,2022-03-25,Indefinite Delivery Contract,CAN,MI
TRX00321,Mercado-Webster,4465507.33,Department of Transportation,2023-08-21,Fixed-Price Contract,MEX,TX
TRX00322,Osborne-Huerta,148535.09,Department of Defense,2021-02-01,Cost-Reimbursement Contract,MEX,MI
TRX00323,Jensen-Rose,1898907.11,Department of Agriculture,2024-02-27,Time-and-Materials Contract,MEX,GA
TRX00324,Weber LLC,1719184.6,Department of Education,2022-12-02,Time-and-Materials Contract,MEX,CA
TRX00325,Ferguson Group,4984229.46,Department of Health and Human Services,2021-07-26,Cost-Reimbursement Contract,MEX,PA
TRX00326,Vang Ltd,3964192.66,Department of Health and Human Services,2021-09-11,Time-and-Materials Contract,USA,TX
TRX00327,Mcknight-Salinas,4570626.35,Department of Transportation,2022-11-10,Indefinite Delivery Contract,MEX,TX
TRX00328,Bender Ltd,2987682.05,Department of Health and Human Services,2023-08-08,Fixed-Price Contract,CAN,OH
TRX00329,Powell-Alexander,4834575.99,Department of Agriculture,2023-10-21,Fixed-Price Contract,MEX,VA
TRX00330,Cunningham-Reynolds,1159217.68,Department of Defense,2021-06-01,Time-and-Materials Contract,CAN,NC
TRX00331,"Cain, Weiss and Gomez",608733.9,Department of Education,2021-01-27,Cost-Reimbursement Contract,CAN,GA
TRX00332,"Herman, Conley and Case",3688569.95,Department of Energy,2021-05-22,Indefinite Delivery Contract,MEX,TX
TRX00333,"Galloway, Dawson and Farmer",2788322.03,Department of Education,2023-10-30,Fixed-Price Contract,USA,OH
TRX00334,Navarro Inc,1736212.89,Department of Health and Human Services,2022-10-22,Cost-Reimbursement Contract,CAN,FL
TRX00335,Jordan LLC,4057422.75,Department of Agriculture,2022-07-18,Cost-Reimbursement Contract,MEX,GA
TRX00336,"Hill, Boyd and Thomas",4281642.69,Department of Energy,2022-12-26,Time-and-Materials Contract,USA,NY
TRX00337,Kim-Gomez,1519439.92,Department of Defense,2021-09-13,Time-and-Materials Contract,CAN,MI
TRX00338,"Graves, Mckee and Case",4403913.3,Department of Defense,2021-11-16,Indefinite Delivery Contract,USA,CA
TRX00339,Lee-Gutierrez,104687.54,Department of Health and Human Services,2022-06-13,Indefinite Delivery Contract,CAN,NY
TRX00340,Rodriguez-Pineda,822278.33,Department of Defense,2023-02-03,Fixed-Price Contract,USA,NY
TRX00341,"Mitchell, Vasquez and Jones",3742869.32,Department of Energy,2023-05-14,Cost-Reimbursement Contract,MEX,VA
TRX00342,Woodard PLC,3334967.26,Department of Education,2023-08-20,Fixed-Price Contract,MEX,GA
TRX00343,"Ryan, Cameron and Stephenson",4042602.05,Department of Defense,2023-08-16,Indefinite Delivery Contract,MEX,NY
TRX00344,Cook PLC,1103887.96,Department of Defense,2021-10-27,Fixed-Price Contract,CAN,GA
TRX00345,Lopez LLC,508966.72,Department of Transportation,2023-09-28,Fixed-Price Contract,MEX,MI
TRX00346,Perez-Hunter,108915.19,Department of Transportation,2021-08-26,Time-and-Materials Contract,MEX,NY
TRX00347,"Sloan, Thornton and Gordon",418527.62,Department of Health and Human Services,2022-06-15,Indefinite Delivery Contract,MEX,FL
TRX00348,Johnson LLC,1679647.96,Department of Transportation,2023-01-27,Time-and-Materials Contract,CAN,OH
TRX00349,Herman Group,3279426.54,Department of Defense,2022-10-16,Indefinite Delivery Contract,CAN,MI
TRX00350,Hayes Inc,1806883.55,Department of Education,2021-09-15,Cost-Reimbursement Contract,MEX,PA
TRX00351,Cohen-Carpenter,632045.56,Department of Transportation,2022-04-21,Cost-Reimbursement Contract,CAN,CA
TRX00352,Harris and Sons,2343961.72,Department of Defense,2022-05-17,Fixed-Price Contract,CAN,MI
TRX00353,Schultz Inc,3564245.72,Department of Defense,2023-03-11,Indefinite Delivery Contract,MEX,CA
TRX00354,Mcfarland-Kirby,2546471.13,Department of Transportation,2023-11-04,Cost-Reimbursement Contract,MEX,GA
TRX00355,Thomas-Hampton,788177.13,Department of Education,2022-02-17,Time-and-Materials Contract,MEX,PA
TRX00356,Mayer-West,103110.16,Department of Health and Human Services,2022-02-04,Fixed-Price Contract,USA,FL
TRX00357,Harris PLC,4848023.29,Department of Transportation,2022-04-21,Cost-Reimbursement Contract,MEX,FL
TRX00358,Newman-Spence,2934278.68,Department of Agriculture,2023-03-11,Cost-Reimbursement Contract,USA,OH
TRX00359,Johnston Group,536446.84,Department of Health and Human Services,2022-08-12,Cost-Reimbursement Contract,USA,MI
TRX00360,Wise and Sons,815385.86,Department of Energy,2023-06-26,Time-and-Materials Contract,MEX,GA
TRX00361,Thomas LLC,341774.39,Department of Education,2021-01-16,Time-and-Materials Contract,USA,NC
TRX00362,Robbins Ltd,605353.01,NASA,2022-11-20,Cost-Reimbursement Contract,CAN,TX
TRX00363,"Johnson, Mckinney and Davis",4762052.74,Department of Health and Human Services,2022-05-07,Time-and-Materials Contract,CAN,OH
TRX00364,Williams-Walton,4314869.76,Department of Transportation,2023-09-09,Time-and-Materials Contract,CAN,FL
TRX00365,"Hoffman, Kaufman and Hawkins",2066271.9,Department of Health and Human Services,2022-10-23,Time-and-Materials Contract,USA,VA
TRX00366,Hale Ltd,2422033.21,Department of Defense,2023-05-15,Cost-Reimbursement Contract,USA,CA
TRX00367,Reid-Gonzalez,3065468.89,Department of Energy,2023-02-12,Fixed-Price Contract,USA,OH
TRX00368,Davis-Golden,4861177.62,Department of Energy,2021-01-06,Indefinite Delivery Contract,USA,PA
TRX00369,Ortiz LLC,2571874.5,Department of Defense,2021-07-19,Cost-Reimbursement Contract,USA,MI
TRX00370,Bennett and Sons,712735.85,Department of Energy,2024-02-08,Fixed-Price Contract,CAN,GA
TRX00371,"Rosales, Williams and Gordon",2687207.16,Department of Health and Human Services,2023-12-31,Cost-Reimbursement Contract,USA,GA
TRX00372,Velez-Carlson,4589369.38,NASA,2022-10-08,Indefinite Delivery Contract,MEX,NC
TRX00373,Chang-Brown,2254505.34,Department of Education,2022-09-07,Fixed-Price Contract,MEX,FL
TRX00374,"Stanton, Rivera and Warner",516710.06,NASA,2022-06-05,Cost-Reimbursement Contract,MEX,OH
TRX00375,Friedman-Barr,4258758.86,Department of Energy,2022-09-08,Fixed-Price Contract,CAN,NC
TRX00376,"Johnson, Hernandez and James",1660892.1,Department of Agriculture,2021-06-14,Time-and-Materials Contract,CAN,NC
TRX00377,Lamb-Carter,4117842.94,Department of Agriculture,2023-03-26,Time-and-Materials Contract,CAN,VA
TRX00378,Adams-Wilkinson,582179.23,Department of Energy,2022-07-13,Time-and-Materials Contract,CAN,CA
TRX00379,"White, Leach and Huff",1973155.89,NASA,2021-06-11,Indefinite Delivery Contract,MEX,NC
TRX00380,"Smith, Humphrey and Hutchinson",4422634.84,Department of Energy,2023-04-23,Indefinite Delivery Contract,MEX,PA
TRX00381,Chan-Graves,1067374.9,Department of Agriculture,2021-03-04,Indefinite Delivery Contract,USA,CA
TRX00382,Barrett-Johnson,708793.37,Department of Energy,2022-09-13,Fixed-Price Contract,MEX,NC
TRX00383,West PLC,3165086.41,Department of Health and Human Services,2024-01-24,Time-and-Materials Contract,CAN,NY
TRX00384,"Banks, Rosario and Dennis",3248237.7,Department of Education,2021-02-17,Time-and-Materials Contract,MEX,FL
TRX00385,Weeks-Watts,2602494.1,Department of Defense,2022-11-22,Indefinite Delivery Contract,CAN,GA
TRX00386,Johnston-Tran,1558114.28,Department of Education,2022-10-28,Indefinite Delivery Contract,CAN,FL
TRX00387,Thompson Ltd,987777.96,Department of Defense,2023-07-31,Cost-Reimbursement Contract,MEX,NC
TRX00388,Sherman Ltd,4605672.37,NASA,2022-03-27,Cost-Reimbursement Contract,CAN,OH
TRX00389,Gonzalez-Wells,134037.81,Department of Agriculture,2021-08-24,Indefinite Delivery Contract,CAN,MI
TRX00390,"Johnson, Bennett and Mercado",3711739.43,Department of Defense,2021-01-01,Time-and-Materials Contract,MEX,NY
TRX00391,Johnson PLC,306621.21,Department of Defense,2024-01-23,Fixed-Price Contract,CAN,TX
TRX00392,Hines Ltd,967440.75,Department of Health and Human Services,2024-02-12,Cost-Reimbursement Contract,MEX,VA
TRX00393,"Chen, Glenn and Jacobson",1580186.42,Department of Health and Human Services,2024-02-28,Fixed-Price Contract,MEX,VA
TRX00394,Lang Group,909358.86,NASA,2024-01-27,Fixed-Price Contract,USA,PA
TRX00395,Mitchell-Edwards,1484555.69,Department of Agriculture,2024-02-15,Indefinite Delivery Contract,CAN,OH
TRX00396,White Ltd,1568045.73,Department of Defense,2022-08-10,Cost-Reimbursement Contract,USA,MI
TRX00397,Ortiz-Morris,191644.7,NASA,2021-10-24,Cost-Reimbursement Contract,MEX,GA
TRX00398,Colon-Burgess,1678835.56,Department of Agriculture,2023-02-25,Indefinite Delivery Contract,CAN,FL
TRX00399,"Trevino, Smith and Garcia",1076057.06,Department of Health and Human Services,2021-03-03,Fixed-Price Contract,MEX,NY
TRX00400,"Russell, Klein and Morgan",1135669.94,Department of Defense,2022-07-12,Indefinite Delivery Contract,CAN,MI
TRX00401,Morse and Sons,3052893.1,Department of Agriculture,2021-06-13,Time-and-Materials Contract,CAN,NC
TRX00402,Martin-White,1576891.62,Department of Transportation,2024-03-08,Cost-Reimbursement Contract,USA,NY
TRX00403,"Price, Smith and Combs",3516202.38,Department of Health and Human Services,2022-03-02,Cost-Reimbursement Contract,CAN,NC
TRX00404,Park-Cardenas,2406002.25,Department of Health and Human Services,2022-01-02,Cost-Reimbursement Contract,CAN,OH
TRX00405,Leblanc and Sons,3124872.63,Department of Energy,2023-03-13,Fixed-Price Contract,USA,VA
TRX00406,Lopez Inc,506874.23,Department of Energy,2021-05-26,Cost-Reimbursement Contract,USA,TX
TRX00407,"Bauer, Hernandez and Nelson",776392.15,Department of Education,2023-05-29,Cost-Reimbursement Contract,MEX,FL
TRX00408,"Lee, Hill and Bennett",980333.59,Department of Education,2023-11-24,Indefinite Delivery Contract,MEX,TX
TRX00409,Weiss Group,3243971.3,Department of Education,2024-02-28,Fixed-Price Contract,USA,MI
TRX00410,Boone-Miller,4813502.49,Department of Defense,2023-03-12,Time-and-Materials Contract,MEX,OH
TRX00411,Mathews PLC,1728776.7,Department of Energy,2022-06-27,Time-and-Materials Contract,CAN,FL
TRX00412,Martinez Inc,2120657.37,NASA,2024-01-10,Indefinite Delivery Contract,MEX,MI
TRX00413,"Cruz, Reese and Pennington",1393082.49,Department of Agriculture,2023-03-09,Fixed-Price Contract,USA,FL
TRX00414,Ramirez Ltd,4940913.75,Department of Health and Human Services,2021-06-17,Time-and-Materials Contract,MEX,TX
TRX00415,"Dunn, Hood and Lamb",3293653.83,Department of Energy,2021-06-23,Fixed-Price Contract,MEX,PA
TRX00416,Silva PLC,362128.39,Department of Transportation,2021-02-08,Indefinite Delivery Contract,CAN,VA
TRX00417,Bowers-Wilson,3248918.6,Department of Defense,2023-12-28,Fixed-Price Contract,CAN,PA
TRX00418,Morris PLC,4072455.44,Department of Agriculture,2022-02-23,Fixed-Price Contract,MEX,PA
TRX00419,Santos-Jackson,3907030.87,Department of Defense,2023-03-03,Time-and-Materials Contract,MEX,CA
TRX00420,Martinez LLC,4786194.63,Department of Transportation,2022-11-08,Cost-Reimbursement Contract,CAN,VA
TRX00421,Lowery-Sawyer,1046814.83,Department of Education,2023-08-08,Cost-Reimbursement Contract,USA,PA
